team,MP,FGA,FG%,3PA,3P%,2PA,2P%,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Offense_eFG%,Offense_TOV%,Offense_ORB%,Offense_FT/FGA,Defense_eFG%,Defense_TOV%,Defense_ORB%,Defense_FT/FGA,MVP,DPOY,sixth,COY,rounds
1987 Phoenix Suns,242.1,87.7,0.497,3.1,0.242,84.6,0.506,30.5,0.76,13.6,28.9,28.7,8.6,4.8,18.3,25.0,111.1,26.0,36.0,46.0,-2.44,-0.19,-2.63,108.0,110.4,-2.4,102.0,0.348,0.035,0.55,0.501,15.3,32.1,0.264,0.502,14.4,65.7,0.265,0,0,0,0,-1
1987 Sacramento Kings,241.2,90.4,0.475,3.7,0.251,86.7,0.485,30.2,0.796,15.6,29.8,26.6,6.3,4.8,17.1,24.5,110.9,26.3,29.0,53.0,-3.22,-0.12,-3.34,108.9,112.1,-3.2,101.3,0.334,0.041,0.535,0.48,14.2,35.2,0.266,0.498,12.4,67.8,0.257,0,0,0,0,-1
1987 Milwaukee Bucks,241.2,88.8,0.475,7.0,0.323,81.8,0.488,31.1,0.766,13.6,28.3,24.9,10.3,4.8,15.4,26.6,110.4,27.7,50.0,32.0,3.91,0.12,4.04,109.5,105.6,3.9,100.3,0.35,0.079,0.539,0.487,13.0,31.1,0.268,0.479,16.0,66.1,0.307,0,0,1,0,1
1987 Atlanta Hawks,240.6,87.1,0.481,5.2,0.318,81.9,0.491,32.5,0.759,16.5,30.2,25.3,8.5,6.2,15.6,26.2,110.0,26.1,57.0,25.0,7.23,-0.05,7.18,112.6,105.2,7.4,97.4,0.373,0.06,0.543,0.49,13.3,37.2,0.283,0.46,13.9,67.4,0.284,0,0,0,0,1
1987 New Jersey Nets,242.1,86.4,0.476,5.5,0.323,80.9,0.487,31.8,0.767,14.3,29.4,24.3,7.8,4.8,19.7,28.7,108.5,26.2,24.0,58.0,-5.05,0.63,-4.42,105.6,110.5,-4.9,101.8,0.368,0.063,0.54,0.487,16.4,33.2,0.282,0.488,13.8,68.1,0.33,0,0,0,0,-1
1987 San Antonio Spurs,241.5,90.9,0.474,4.9,0.29,86.0,0.484,28.0,0.742,15.7,28.6,27.1,9.6,4.0,17.1,23.5,108.3,27.1,28.0,54.0,-5.1,0.01,-5.09,105.9,110.8,-4.9,101.7,0.307,0.054,0.525,0.482,14.2,34.3,0.228,0.514,14.5,68.1,0.244,0,0,0,0,-1
1987 Utah Jazz,240.9,91.6,0.464,5.5,0.31,86.2,0.474,29.1,0.726,14.6,30.0,27.3,10.2,7.7,17.1,24.9,107.9,26.9,44.0,38.0,0.4,-0.36,0.04,104.1,103.7,0.4,103.2,0.318,0.06,0.516,0.473,14.1,31.2,0.231,0.466,15.7,65.2,0.269,0,0,0,0,0
1987 Houston Rockets,241.2,88.6,0.477,4.0,0.275,84.6,0.487,28.7,0.741,14.5,30.3,27.2,8.0,6.8,16.9,24.1,106.9,26.1,42.0,40.0,1.0,-0.4,0.6,106.5,105.5,1.0,99.9,0.324,0.045,0.528,0.483,14.3,33.5,0.24,0.47,14.1,68.0,0.261,0,0,0,0,1
1987 Philadelphia 76ers,242.4,82.8,0.491,4.1,0.259,78.7,0.503,31.9,0.753,14.4,28.4,23.7,9.4,6.6,18.5,21.6,106.5,26.6,45.0,37.0,-0.2,0.31,0.11,108.3,108.5,-0.2,97.3,0.385,0.05,0.549,0.497,16.1,34.9,0.29,0.499,14.5,65.7,0.215,0,0,0,0,0
1987 Indiana Pacers,243.0,89.3,0.472,3.9,0.297,85.5,0.479,26.5,0.782,13.8,30.0,26.5,8.5,3.8,15.6,25.6,106.1,25.9,41.0,41.0,-0.65,0.47,-0.17,106.0,106.6,-0.6,98.8,0.296,0.043,0.525,0.478,13.4,30.5,0.232,0.487,14.9,68.8,0.281,0,0,0,0,0
1987 Washington Bullets,240.3,90.2,0.454,2.7,0.197,87.5,0.461,30.9,0.765,15.9,28.2,21.3,9.2,8.4,15.9,21.6,106.0,25.9,42.0,40.0,-1.37,0.35,-1.02,105.7,107.0,-1.3,100.2,0.342,0.029,0.511,0.457,13.3,34.5,0.262,0.48,14.6,63.4,0.222,0,0,0,0,0
1987 Chicago Bulls,241.8,87.3,0.473,3.6,0.261,83.6,0.482,27.5,0.778,15.2,29.3,26.1,8.3,5.3,15.3,23.4,104.8,25.4,40.0,42.0,0.89,0.37,1.26,108.6,107.6,1.0,95.8,0.315,0.042,0.528,0.478,13.4,35.0,0.245,0.491,13.8,70.0,0.251,0,0,0,0,0
1987 Los Angeles Clippers,241.2,89.4,0.452,4.2,0.224,85.2,0.463,30.7,0.742,15.0,26.1,24.0,9.2,5.3,18.2,24.4,104.5,26.2,12.0,70.0,-11.43,0.42,-11.0,101.2,112.3,-11.1,102.7,0.343,0.047,0.508,0.457,15.0,31.8,0.255,0.526,15.5,64.3,0.258,0,0,0,0,-1
1987 Cleveland Cavaliers,240.9,86.9,0.47,4.1,0.24,82.7,0.482,31.1,0.697,15.3,29.5,23.3,8.2,6.8,19.7,22.6,104.4,24.6,31.0,51.0,-3.82,0.63,-3.19,102.6,106.4,-3.8,101.3,0.359,0.047,0.519,0.476,16.4,34.4,0.25,0.484,14.2,65.9,0.224,0,0,0,0,-1
1987 New York Knicks,241.2,85.6,0.474,4.6,0.333,81.1,0.482,28.8,0.73,13.5,26.4,23.7,8.6,4.8,17.3,24.7,103.8,26.4,24.0,58.0,-6.27,0.85,-5.42,104.8,111.1,-6.3,98.5,0.336,0.053,0.528,0.483,15.0,31.2,0.246,0.497,14.6,61.9,0.27,0,0,0,0,-1
1988 Denver Nuggets,241.2,97.1,0.474,6.9,0.342,90.2,0.484,27.9,0.804,14.2,29.8,28.0,10.1,4.9,14.5,24.2,116.7,28.7,54.0,28.0,4.07,-0.75,3.32,110.1,106.3,3.8,105.5,0.288,0.071,0.534,0.486,11.7,29.7,0.231,0.498,16.0,67.4,0.26,0,0,0,1,1
1988 Portland Trail Blazers,240.6,91.0,0.491,4.6,0.308,86.3,0.501,32.9,0.77,15.3,30.4,28.1,8.9,4.2,16.5,25.5,116.1,27.1,53.0,29.0,4.52,-0.94,3.59,111.8,107.4,4.4,103.6,0.362,0.051,0.55,0.499,13.5,34.3,0.279,0.485,14.5,68.4,0.275,0,0,0,0,0
1988 Boston Celtics,241.2,84.2,0.521,8.6,0.384,75.6,0.537,28.0,0.803,11.3,29.8,29.9,7.6,5.1,15.9,22.0,113.6,29.8,57.0,25.0,5.94,0.22,6.15,115.4,109.4,6.0,97.9,0.333,0.102,0.588,0.541,14.1,29.8,0.267,0.489,12.5,68.5,0.237,0,0,0,0,2
1988 San Antonio Spurs,241.5,92.2,0.49,5.0,0.323,87.2,0.5,29.4,0.733,14.4,28.5,28.6,9.0,5.7,17.3,24.3,113.6,26.2,31.0,51.0,-4.88,-0.14,-5.02,108.2,112.8,-4.6,104.4,0.319,0.055,0.54,0.499,14.1,32.0,0.234,0.512,14.0,64.4,0.242,0,0,0,0,0
1988 Los Angeles Lakers,241.5,86.3,0.505,5.8,0.297,80.5,0.52,30.2,0.789,13.1,30.4,28.6,8.2,4.9,16.1,20.9,112.8,28.9,62.0,20.0,5.84,-1.03,4.81,113.1,107.3,5.8,99.1,0.35,0.068,0.566,0.515,13.9,32.3,0.276,0.484,13.0,67.9,0.206,0,0,0,0,4
1988 Seattle SuperSonics,242.1,90.8,0.476,7.8,0.346,83.0,0.488,29.8,0.748,16.0,28.2,26.2,9.5,5.5,16.8,29.0,111.4,25.6,44.0,38.0,2.06,-0.77,1.29,110.2,108.1,2.1,100.2,0.328,0.086,0.536,0.491,13.9,36.3,0.245,0.495,15.9,67.2,0.33,0,0,0,0,0
1988 Dallas Mavericks,240.9,87.7,0.475,6.4,0.293,81.3,0.489,30.6,0.789,16.4,30.4,24.2,7.9,5.4,15.3,21.1,109.3,27.0,53.0,29.0,4.37,-0.77,3.59,112.2,107.7,4.5,97.0,0.349,0.073,0.54,0.485,13.2,37.5,0.275,0.481,13.0,67.5,0.203,0,0,1,0,2
1988 Detroit Pistons,241.2,85.6,0.493,2.5,0.287,83.1,0.499,31.9,0.757,14.4,30.3,24.5,7.2,4.8,16.4,23.9,109.2,27.5,54.0,28.0,5.17,0.29,5.46,110.5,105.3,5.2,98.3,0.372,0.029,0.548,0.497,14.2,34.2,0.282,0.475,14.0,68.5,0.245,0,0,0,0,3
1988 Houston Rockets,240.0,89.7,0.471,3.5,0.237,86.1,0.481,30.3,0.78,15.1,30.9,23.6,8.7,6.1,16.7,22.7,109.0,27.7,46.0,36.0,1.39,-0.57,0.82,107.1,105.7,1.4,101.8,0.338,0.04,0.529,0.476,13.9,33.1,0.263,0.473,14.2,66.7,0.243,0,0,0,0,0
1988 Utah Jazz,240.3,86.5,0.491,4.9,0.319,81.6,0.502,29.3,0.75,13.0,31.1,29.4,9.4,7.6,18.1,24.2,108.5,27.3,47.0,35.0,3.68,-0.73,2.96,106.8,103.1,3.7,101.5,0.339,0.057,0.546,0.5,15.4,30.4,0.254,0.459,14.9,66.7,0.262,0,0,0,0,1
1988 Phoenix Suns,240.6,89.0,0.486,4.4,0.331,84.7,0.494,26.8,0.764,13.6,29.0,28.4,8.2,4.3,17.2,24.9,108.5,27.5,28.0,54.0,-4.48,-0.33,-4.8,107.0,111.4,-4.4,101.2,0.301,0.049,0.538,0.494,14.6,31.5,0.23,0.507,13.4,68.3,0.265,0,0,0,0,-1
1988 Sacramento Kings,241.2,89.5,0.471,5.5,0.32,84.0,0.481,28.3,0.772,15.0,30.0,25.8,7.1,6.0,17.8,23.1,108.0,26.1,24.0,58.0,-5.76,-0.08,-5.84,106.5,112.1,-5.6,100.9,0.317,0.061,0.53,0.481,14.8,33.7,0.245,0.506,12.3,68.1,0.237,0,0,0,0,-1
1988 Atlanta Hawks,241.2,86.6,0.485,3.4,0.301,83.2,0.492,29.8,0.767,15.0,29.0,25.1,7.7,6.5,14.9,25.0,107.9,26.8,50.0,32.0,3.6,0.42,4.02,111.3,107.6,3.7,96.4,0.344,0.04,0.541,0.491,13.0,34.3,0.264,0.481,14.2,67.3,0.28,0,0,0,0,1
1988 Golden State Warriors,241.2,90.3,0.468,3.8,0.292,86.5,0.475,26.9,0.796,13.9,27.5,24.5,9.0,3.5,17.0,26.3,107.0,25.4,20.0,62.0,-8.32,-0.06,-8.38,104.7,112.9,-8.2,101.6,0.298,0.042,0.524,0.474,14.3,31.2,0.237,0.511,14.4,65.1,0.283,0,0,0,0,-1
1988 Milwaukee Bucks,241.2,86.3,0.475,5.0,0.324,81.3,0.485,28.8,0.775,13.6,28.5,26.8,8.2,4.6,15.5,24.3,106.1,28.6,42.0,40.0,0.54,0.68,1.21,108.2,107.6,0.6,97.6,0.334,0.058,0.536,0.485,13.6,31.8,0.259,0.483,14.2,66.6,0.259,0,0,0,0,0
1988 Philadelphia 76ers,242.7,82.7,0.474,5.7,0.323,77.0,0.485,33.3,0.764,14.9,28.1,23.1,8.2,5.7,17.5,22.8,105.7,27.2,36.0,46.0,-1.44,0.65,-0.79,108.8,110.3,-1.5,96.0,0.403,0.069,0.543,0.485,15.2,35.4,0.308,0.506,13.8,67.5,0.232,0,0,0,0,-1
1988 Washington Bullets,242.4,87.4,0.468,1.7,0.21,85.7,0.473,30.2,0.773,15.0,28.0,22.9,8.5,6.1,16.9,23.4,105.5,26.6,38.0,44.0,-0.77,0.61,-0.16,106.5,107.2,-0.7,98.1,0.346,0.019,0.524,0.47,14.4,34.2,0.267,0.487,14.4,65.2,0.231,0,0,0,0,0
1988 New York Knicks,241.5,88.2,0.465,6.9,0.316,81.3,0.478,28.1,0.759,15.7,26.8,24.5,9.6,5.4,18.5,28.8,105.5,25.3,38.0,44.0,-0.49,0.63,0.14,105.9,106.4,-0.5,99.1,0.319,0.078,0.525,0.477,15.5,36.0,0.242,0.486,17.0,65.5,0.324,0,0,0,0,0
1988 Chicago Bulls,242.1,85.5,0.49,3.0,0.23,82.6,0.499,27.1,0.759,14.3,30.0,26.2,8.7,5.8,15.4,22.5,105.0,25.5,50.0,32.0,3.4,0.35,3.76,109.0,105.5,3.5,95.5,0.317,0.035,0.539,0.494,13.6,34.0,0.24,0.478,13.5,70.6,0.24,1,1,0,0,1
1988 Indiana Pacers,240.3,87.2,0.48,5.9,0.336,81.3,0.491,24.2,0.78,13.1,30.0,24.1,7.5,4.2,16.1,24.9,104.6,25.7,38.0,44.0,-0.79,0.62,-0.18,106.6,107.4,-0.8,98.0,0.277,0.068,0.535,0.492,14.1,30.1,0.216,0.481,13.5,67.9,0.263,0,0,0,0,-1
1988 Cleveland Cavaliers,241.2,82.4,0.49,4.1,0.378,78.3,0.496,29.7,0.744,12.4,27.9,25.2,8.9,6.4,17.5,22.4,104.5,24.6,42.0,40.0,0.76,0.52,1.28,106.8,106.0,0.8,97.3,0.361,0.05,0.547,0.5,15.5,31.0,0.268,0.485,15.2,66.4,0.227,0,0,0,0,0
1988 New Jersey Nets,241.2,83.6,0.468,5.5,0.301,78.1,0.48,28.1,0.729,13.1,27.6,21.9,8.9,4.7,18.3,24.9,100.4,26.7,19.0,63.0,-8.11,1.13,-6.98,101.4,109.6,-8.2,98.6,0.337,0.066,0.523,0.478,16.0,30.4,0.245,0.506,15.2,68.6,0.274,0,0,0,0,-1
1988 Los Angeles Clippers,241.5,87.7,0.443,3.9,0.249,83.9,0.452,28.1,0.713,14.5,28.7,23.0,8.8,6.3,18.7,23.3,98.8,26.2,17.0,65.0,-10.32,0.07,-10.24,97.4,107.6,-10.2,100.8,0.32,0.044,0.494,0.449,15.7,30.9,0.229,0.486,14.8,65.4,0.244,0,0,0,0,-1
1989 Phoenix Suns,240.9,92.0,0.498,5.9,0.349,86.1,0.508,31.6,0.791,13.4,31.9,27.8,8.5,5.1,15.6,23.6,118.6,25.7,55.0,27.0,7.7,-0.86,6.84,113.1,105.7,7.4,104.5,0.344,0.064,0.56,0.509,12.8,30.8,0.272,0.476,13.5,67.7,0.225,0,0,1,1,2
1989 Denver Nuggets,242.4,99.3,0.468,8.2,0.337,91.0,0.48,28.2,0.787,14.7,30.6,27.8,9.9,5.3,14.9,25.5,118.0,29.8,44.0,38.0,1.7,-0.78,0.91,108.6,107.1,1.5,107.5,0.284,0.083,0.528,0.482,11.8,29.6,0.224,0.505,15.6,68.9,0.264,0,0,0,0,0
1989 New York Knicks,241.5,92.8,0.486,14.0,0.337,78.8,0.513,28.9,0.752,16.1,27.6,25.4,11.0,5.4,19.2,25.0,116.7,25.3,52.0,30.0,3.77,-0.15,3.62,111.1,107.5,3.6,104.4,0.311,0.151,0.553,0.512,15.4,36.2,0.234,0.504,16.7,65.1,0.249,0,0,0,0,1
1989 Golden State Warriors,242.7,97.3,0.468,7.7,0.308,89.6,0.481,29.1,0.799,16.1,31.2,24.5,10.1,7.8,18.1,23.7,116.6,26.0,43.0,39.0,-0.3,-0.29,-0.59,107.4,107.7,-0.3,107.3,0.299,0.079,0.529,0.48,14.2,33.4,0.239,0.479,14.6,64.1,0.24,0,0,0,0,1
1989 Los Angeles Lakers,241.5,87.1,0.502,8.1,0.34,79.0,0.518,30.6,0.802,13.3,31.9,27.8,8.8,5.1,16.4,20.4,114.7,29.5,57.0,25.0,7.17,-0.79,6.38,113.8,106.7,7.1,100.1,0.351,0.093,0.57,0.518,14.0,33.0,0.282,0.482,13.0,68.9,0.205,1,0,0,0,3
1989 Portland Trail Blazers,241.8,95.1,0.474,7.9,0.335,87.2,0.487,29.5,0.74,16.9,29.0,27.0,10.1,4.7,17.5,24.7,114.6,26.9,39.0,43.0,1.46,-0.55,0.92,109.4,108.0,1.4,103.9,0.31,0.083,0.53,0.488,13.9,36.7,0.23,0.501,15.7,67.4,0.264,0,0,0,0,0
1989 Seattle SuperSonics,241.2,91.2,0.477,9.4,0.379,81.8,0.488,29.0,0.746,17.0,27.3,25.4,10.5,6.0,17.1,24.7,112.1,26.3,47.0,35.0,2.9,-0.46,2.44,111.5,108.6,2.9,100.1,0.318,0.104,0.539,0.496,14.1,38.3,0.237,0.498,16.0,65.3,0.271,0,0,0,0,1
1989 Philadelphia 76ers,241.2,87.8,0.486,7.9,0.316,79.9,0.503,30.5,0.787,13.9,28.7,25.7,8.4,4.3,14.8,21.0,111.9,27.0,46.0,36.0,1.5,0.18,1.68,113.0,111.5,1.5,98.5,0.348,0.09,0.552,0.5,12.8,32.2,0.274,0.513,13.4,67.2,0.215,0,0,0,0,0
1989 Atlanta Hawks,241.5,88.2,0.472,4.8,0.277,83.3,0.483,33.0,0.8,16.7,28.2,24.3,10.0,5.8,16.0,22.9,111.0,28.5,52.0,30.0,4.91,0.35,5.26,112.2,107.2,5.0,98.3,0.375,0.055,0.54,0.48,13.5,37.1,0.3,0.482,15.4,64.7,0.256,0,0,0,0,0
1989 Boston Celtics,241.2,87.1,0.493,3.8,0.252,83.3,0.504,28.6,0.783,14.4,29.8,26.7,7.8,5.1,16.3,22.9,109.2,28.5,42.0,40.0,1.16,0.1,1.26,110.8,109.6,1.2,98.1,0.329,0.043,0.548,0.498,14.0,34.7,0.258,0.493,12.7,70.0,0.248,0,0,0,0,0
1989 Milwaukee Bucks,240.9,87.4,0.474,6.9,0.316,80.5,0.488,29.0,0.821,13.8,27.7,25.3,10.0,3.9,15.9,23.8,108.9,28.5,49.0,33.0,3.61,0.5,4.11,110.1,106.4,3.7,98.6,0.332,0.079,0.544,0.487,13.7,32.7,0.273,0.493,16.1,67.5,0.266,0,0,0,0,1
1989 Cleveland Cavaliers,240.9,84.2,0.502,5.8,0.359,78.4,0.513,29.7,0.747,12.6,30.2,27.6,9.6,7.1,16.1,19.4,108.8,26.1,57.0,25.0,7.6,0.35,7.95,110.6,102.9,7.7,98.0,0.353,0.069,0.559,0.514,14.2,31.2,0.264,0.473,15.0,67.1,0.185,0,0,0,0,0
1989 Houston Rockets,242.1,87.8,0.474,6.4,0.314,81.4,0.487,30.8,0.755,14.8,31.1,24.6,9.6,6.1,19.1,24.7,108.5,26.8,45.0,37.0,0.95,-0.73,0.22,105.7,104.8,0.9,101.8,0.351,0.073,0.535,0.486,15.9,33.3,0.265,0.481,14.9,69.0,0.248,0,0,0,0,0
1989 Washington Bullets,242.1,92.6,0.464,3.0,0.214,89.6,0.472,28.3,0.772,15.3,28.7,25.0,8.5,4.0,15.7,25.0,108.3,26.2,40.0,42.0,-2.16,0.39,-1.77,106.4,108.5,-2.1,100.8,0.305,0.032,0.516,0.467,13.0,33.1,0.236,0.493,14.2,67.5,0.267,0,0,0,0,-1
1989 Indiana Pacers,242.1,84.7,0.487,7.5,0.328,77.2,0.503,27.7,0.789,13.0,30.5,24.5,6.9,5.1,18.9,25.7,106.9,25.2,28.0,54.0,-4.17,1.17,-3.0,106.8,111.0,-4.2,99.2,0.328,0.089,0.552,0.502,16.3,31.5,0.258,0.478,12.4,66.0,0.275,0,0,0,0,-1
1989 Detroit Pistons,241.8,83.9,0.494,4.9,0.3,79.0,0.505,29.0,0.769,14.1,31.0,24.7,6.4,5.0,16.3,23.6,106.6,28.7,63.0,19.0,5.8,0.44,6.24,110.8,104.7,6.1,95.5,0.346,0.058,0.551,0.502,14.4,34.5,0.266,0.458,13.2,69.2,0.26,0,0,0,0,4
1989 Chicago Bulls,241.2,85.0,0.495,6.5,0.328,78.5,0.509,25.7,0.786,12.4,29.9,27.0,8.8,4.6,16.2,22.6,106.4,26.4,47.0,35.0,1.44,0.69,2.13,109.1,107.7,1.4,97.0,0.302,0.076,0.553,0.507,14.4,30.7,0.238,0.487,13.5,69.5,0.239,0,0,0,0,2
1989 Los Angeles Clippers,242.1,90.6,0.475,2.9,0.231,87.7,0.483,27.1,0.723,14.1,29.1,26.9,9.9,6.5,20.3,23.6,106.2,24.6,21.0,61.0,-9.91,0.41,-9.5,100.8,110.2,-9.4,104.4,0.299,0.032,0.518,0.478,16.5,31.2,0.216,0.497,14.1,64.0,0.237,0,0,0,0,-1
1989 Sacramento Kings,241.2,89.6,0.457,10.0,0.373,79.6,0.468,25.7,0.77,13.9,29.9,24.0,7.6,5.0,16.7,22.9,105.5,25.2,27.0,55.0,-5.55,0.2,-5.35,104.5,110.0,-5.5,100.5,0.286,0.112,0.523,0.478,14.2,30.5,0.22,0.496,13.2,67.7,0.235,0,0,0,0,-1
1989 San Antonio Spurs,240.9,90.4,0.468,3.6,0.215,86.8,0.479,28.9,0.698,15.8,26.6,24.8,11.7,5.2,20.9,26.3,105.5,25.6,21.0,61.0,-7.28,-0.17,-7.45,100.9,107.9,-7.0,104.1,0.319,0.04,0.512,0.472,16.8,34.5,0.223,0.5,17.2,63.5,0.294,0,0,0,0,-1
1989 Utah Jazz,240.6,80.4,0.482,4.6,0.3,75.8,0.494,33.4,0.77,12.8,31.8,25.7,8.8,7.1,18.7,23.1,104.7,27.4,51.0,31.0,5.02,-1.01,4.01,106.6,101.5,5.1,98.0,0.416,0.058,0.55,0.491,16.4,32.0,0.32,0.447,13.9,68.1,0.246,0,1,0,0,0
1989 Charlotte Hornets,241.2,90.6,0.461,5.2,0.312,85.4,0.47,25.1,0.767,13.9,26.8,28.3,8.6,3.2,16.1,25.2,104.5,27.2,20.0,62.0,-8.52,0.79,-7.74,103.7,112.1,-8.4,100.3,0.277,0.058,0.514,0.47,13.7,30.3,0.213,0.508,14.7,64.9,0.287,0,0,0,0,-1
1989 New Jersey Nets,241.5,88.1,0.461,6.9,0.329,81.2,0.473,27.6,0.731,14.7,29.5,21.9,9.4,5.3,17.7,24.0,103.7,26.8,26.0,56.0,-6.35,0.66,-5.69,103.0,109.3,-6.3,100.1,0.313,0.079,0.517,0.474,15.0,32.7,0.229,0.508,14.4,70.1,0.244,0,0,0,0,-1
1989 Dallas Mavericks,241.2,84.4,0.469,8.3,0.31,76.0,0.486,27.6,0.789,12.8,29.2,22.8,7.1,5.8,15.0,21.2,103.5,28.6,38.0,44.0,-1.21,-0.59,-1.79,107.4,108.6,-1.2,95.9,0.327,0.098,0.536,0.484,13.5,29.5,0.258,0.48,12.5,66.1,0.215,0,0,0,0,-1
1989 Miami Heat,242.1,86.8,0.453,3.6,0.326,83.1,0.458,25.6,0.702,16.0,27.0,23.9,9.1,5.0,21.1,25.9,97.8,25.2,15.0,67.0,-11.23,0.1,-11.13,97.8,109.0,-11.2,99.1,0.296,0.042,0.498,0.459,17.7,35.6,0.208,0.499,16.0,65.0,0.292,0,0,0,0,-1
1990 Golden State Warriors,240.3,87.9,0.484,9.1,0.324,78.8,0.503,34.9,0.809,11.2,29.1,24.1,9.2,6.0,17.3,24.5,116.3,26.0,37.0,45.0,-3.13,0.59,-2.55,109.6,112.6,-3.0,105.9,0.397,0.104,0.563,0.501,14.3,26.1,0.321,0.494,13.6,61.5,0.253,0,0,0,0,-1
1990 Phoenix Suns,242.1,87.1,0.496,6.6,0.324,80.4,0.511,33.1,0.795,12.8,32.3,25.7,8.1,6.1,15.5,22.3,114.9,26.7,54.0,28.0,7.1,-0.01,7.09,113.1,106.2,6.9,100.7,0.38,0.076,0.565,0.509,13.3,31.1,0.302,0.478,12.8,68.8,0.209,0,0,0,0,2
1990 Denver Nuggets,241.5,97.7,0.464,8.3,0.337,89.5,0.475,26.8,0.789,14.3,30.9,27.7,9.9,4.0,13.9,25.0,114.6,29.5,43.0,39.0,1.41,0.15,1.56,108.0,106.7,1.3,105.4,0.275,0.084,0.523,0.478,11.2,29.1,0.217,0.501,15.2,71.3,0.264,0,0,0,0,0
1990 Portland Trail Blazers,242.4,92.0,0.473,6.9,0.336,85.1,0.484,33.3,0.743,16.5,31.1,25.4,9.1,4.4,16.5,25.0,114.2,26.7,59.0,23.0,6.32,0.16,6.48,110.5,104.4,6.1,102.3,0.362,0.075,0.535,0.486,13.4,36.5,0.269,0.479,15.2,70.8,0.265,0,0,0,0,3
1990 Orlando Magic,241.5,91.8,0.459,4.8,0.295,87.0,0.468,33.2,0.756,15.9,30.1,24.3,7.5,3.6,17.2,24.1,110.9,26.5,18.0,64.0,-8.91,0.19,-8.73,105.8,114.3,-8.5,104.1,0.362,0.052,0.521,0.467,13.9,33.7,0.274,0.511,12.1,67.8,0.245,0,0,0,0,-1
1990 Los Angeles Lakers,242.1,85.5,0.49,10.3,0.367,75.2,0.507,29.5,0.787,13.4,30.0,27.2,8.0,5.4,15.0,21.2,110.7,28.9,63.0,19.0,6.78,-0.04,6.74,114.0,107.0,7.0,96.3,0.345,0.12,0.562,0.512,13.2,32.8,0.271,0.479,12.8,68.5,0.219,1,0,0,1,1
1990 Philadelphia 76ers,241.5,85.7,0.489,6.6,0.348,79.1,0.501,30.6,0.788,13.5,29.3,23.6,8.4,4.5,14.7,20.7,110.2,27.4,53.0,29.0,4.99,-0.75,4.23,113.5,108.4,5.1,96.5,0.357,0.077,0.556,0.502,12.9,32.0,0.281,0.495,13.3,68.4,0.223,0,0,0,0,1
1990 Boston Celtics,240.3,87.2,0.498,4.9,0.262,82.2,0.513,26.3,0.832,13.0,33.0,29.5,6.6,5.5,15.3,20.9,110.0,30.2,52.0,30.0,3.99,-0.76,3.23,112.0,107.9,4.1,98.2,0.301,0.057,0.557,0.506,13.4,31.5,0.251,0.477,10.8,72.1,0.223,0,0,0,0,0
1990 Chicago Bulls,241.8,86.5,0.498,8.2,0.374,78.3,0.511,26.1,0.778,13.1,27.8,26.5,9.9,4.7,15.2,23.2,109.5,26.1,55.0,27.0,3.26,-0.51,2.74,112.3,109.0,3.3,96.7,0.302,0.094,0.559,0.516,13.4,31.9,0.235,0.508,15.2,68.1,0.262,0,0,0,0,2
1990 Indiana Pacers,242.4,83.0,0.497,9.4,0.382,73.6,0.511,28.5,0.816,11.5,29.1,24.7,6.7,4.3,16.4,24.0,109.3,26.4,42.0,40.0,0.16,-0.34,-0.18,111.5,111.4,0.1,97.0,0.343,0.113,0.572,0.518,14.6,29.0,0.28,0.494,12.6,67.1,0.25,0,0,0,0,0
1990 Atlanta Hawks,240.6,85.6,0.487,5.0,0.302,80.6,0.498,31.0,0.764,15.5,26.7,22.2,8.7,4.3,15.5,22.8,108.5,28.6,41.0,41.0,1.02,-0.39,0.64,113.0,111.9,1.1,95.8,0.362,0.059,0.547,0.496,13.5,36.3,0.277,0.509,14.0,65.5,0.254,0,0,0,0,-1
1990 New York Knicks,241.8,86.5,0.484,8.7,0.332,77.8,0.501,28.6,0.756,14.5,29.6,26.1,8.7,6.0,17.2,22.3,108.3,26.5,45.0,37.0,1.41,-0.63,0.78,109.4,108.0,1.4,98.2,0.331,0.1,0.547,0.501,14.8,34.2,0.25,0.482,13.3,66.0,0.215,0,0,0,0,1
1990 Washington Bullets,241.8,92.5,0.475,2.4,0.188,90.0,0.482,25.5,0.764,14.6,29.9,27.0,6.8,5.2,14.6,23.5,107.7,27.5,31.0,51.0,-2.16,-0.27,-2.43,107.5,109.7,-2.2,99.4,0.276,0.026,0.519,0.477,12.4,32.4,0.211,0.484,12.4,67.2,0.249,0,0,0,0,-1
1990 Seattle SuperSonics,242.7,88.3,0.479,7.9,0.355,80.4,0.491,26.4,0.741,16.1,27.5,22.9,8.5,4.1,16.3,25.2,106.9,25.6,41.0,41.0,1.04,0.36,1.4,110.9,109.8,1.1,95.3,0.299,0.09,0.535,0.494,14.0,37.5,0.222,0.499,14.3,69.1,0.297,0,0,0,0,-1
1990 Utah Jazz,241.8,80.4,0.505,7.7,0.359,72.7,0.521,30.3,0.754,11.6,30.5,27.0,8.3,6.0,17.2,24.8,106.8,27.6,55.0,27.0,4.79,0.03,4.82,110.3,105.4,4.9,96.1,0.377,0.096,0.57,0.522,15.5,30.1,0.284,0.468,13.4,69.5,0.268,0,0,0,0,0
